,rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,hdi_rank_2021,hdi,life_expectancy,expected_years_schooling,mean_years_schooling,gni_per_capita,hdi_tier,gdp_2022,tax_rev_2021,edu_primary_2022,edu_tertiary_2022
1693,1647,1800000000,Martin Viessmann,69.0,Germany,Allendorf,Heating and cooling equipment,Manufacturing,Germany,False,M,1953-10-10 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
1694,1647,1800000000,Nikil Viswanathan,35.0,United States,San Francisco,Blockchain technology,Technology,United States,True,M,1987-10-16 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1695,1647,1800000000,Todd Wagner,62.0,United States,Dallas,Online media,Media & Entertainment,United States,True,M,1960-08-02 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1696,1647,1800000000,Evan Williams,51.0,United States,San Francisco,Twitter,Technology,United States,True,M,1972-03-31 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1697,1647,1800000000,Kie Chie Wong,75.0,Australia,Sydney,Investments,Metals & Mining,Malaysia,False,M,1948-04-04 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
1698,1647,1800000000,Thomas Wu,72.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,M,1950-04-11 00:00:00,,,,,,,,,,,
1699,1647,1800000000,Wu Yingming,56.0,China,Ningde,Batteries,Energy,China,True,M,1967-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1700,1647,1800000000,Amy Wyss,52.0,United States,Wilson,Medical equipment,Healthcare,United States,False,F,1971-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1701,1647,1800000000,Yan Zhi,50.0,China,Wuhan,Real estate,Real Estate,China,True,M,1972-07-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1702,1647,1800000000,Yoshiaki Yoshida,82.0,Japan,,cosmetics,Fashion & Retail,Japan,True,M,1941-01-31 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
1703,1647,1800000000,Alan Zekelman,60.0,United States,Bloomfield Hills,Steel,Manufacturing,Canada,False,M,1962-10-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1704,1647,1800000000,Zhang Li,70.0,China,Guangzhou,Real estate,Real Estate,China,True,M,1953-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1705,1725,1700000000,Amy Adams Strunk,67.0,United States,Nashville,Tennessee Titans,Sports,United States,False,F,1955-09-29 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1706,1725,1700000000,Marc Andreessen,51.0,United States,Atherton,Venture capital investing,Finance & Investments,United States,True,M,1971-07-09 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1707,1725,1700000000,Giovanni Arvedi,85.0,Italy,Cremona,Steel,Metals & Mining,Italy,True,M,1937-08-28 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
1708,1725,1700000000,Lesley Bamberger,57.0,Netherlands,Amsterdam,Real estate,Real Estate,Netherlands,False,M,1965-06-03 00:00:00,10.0,0.941,81.7,18.7,12.6,55979.0,Very high,991114635529.187,24.7812313698902,104.378402709961,88.9542617797852
1709,1725,1700000000,Bang Si-hyuk,50.0,Korea (Republic of),Seoul,Entertainment,Media & Entertainment,South Korea,True,M,1972-08-09 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
1710,1725,1700000000,David Booth,77.0,United States,Austin,Mutual funds,Finance & Investments,United States,True,M,1946-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1711,1725,1700000000,Jim Breyer,61.0,United States,Austin,Venture capital,Technology,United States,True,M,1961-07-26 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1712,1725,1700000000,Chen Kaichen,,China,Guangzhou,Household chemicals,Manufacturing,China,True,M,,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1713,1725,1700000000,Kommer Damen,79.0,Netherlands,Gorinchem,Shipbuilding,Manufacturing,Netherlands,False,M,1944-03-30 00:00:00,10.0,0.941,81.7,18.7,12.6,55979.0,Very high,991114635529.187,24.7812313698902,104.378402709961,88.9542617797852
1714,1725,1700000000,Carl DeSantis,83.0,United States,Delray Beach,Energy drink,Food & Beverage,United States,True,M,1939-07-19 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1715,1725,1700000000,Marek Dospiva,53.0,Czechia,Prague,Investments,Finance & Investments,Czech Republic,True,M,1969-07-18 00:00:00,32.0,0.889,77.7,16.2,12.9,38745.0,Very high,290923534700.518,13.3610380051981,99.8488922119141,69.1061782836914
1716,1725,1700000000,Keith Dunleavy & family,53.0,United States,Annapolis,Health IT,Healthcare,United States,True,M,1969-06-25 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1717,1725,1700000000,John Elkann,47.0,Italy,Turin,"FIAT, investments",Finance & Investments,Italy,False,M,1976-01-04 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
1718,1725,1700000000,Francois Feuillet & family,74.0,France,Paris,"Motorhomes, RVs",Automotive,France,False,M,1949-01-01 00:00:00,28.0,0.903,82.5,15.8,11.6,45937.0,Very high,2782905325624.52,23.9683390180217,102.744186401367,68.974853515625
1719,1725,1700000000,Yasuhiro Fukushima,75.0,Japan,Tokyo,Video games,Media & Entertainment,Japan,True,M,1947-08-18 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
1720,1725,1700000000,Mario Gabelli,81.0,United States,Greenwich,Money management,Finance & Investments,United States,True,M,1942-03-31 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1721,1725,1700000000,Rolf Gerling,68.0,Switzerland,Zurich,Insurance,Finance & Investments,Germany,False,M,1954-12-15 00:00:00,1.0,0.962,84.0,16.5,13.9,66933.0,Very high,807706035351.75,10.2546515115504,101.478240966797,71.893928527832
1722,1725,1700000000,John Goff,67.0,United States,Fort Worth,Real estate,Real Estate,United States,True,M,1955-08-26 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1723,1725,1700000000,Alexandre Grendene Bartelle,73.0,Brazil,Porto Alegre,Shoes,Fashion & Retail,Brazil,True,M,1950-01-23 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
1724,1725,1700000000,Gerry Harvey,83.0,Australia,Sydney,Retail,Fashion & Retail,Australia,True,M,1939-09-18 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
1725,1725,1700000000,He Zhaoxi,49.0,China,Shenzhen,Software,Technology,China,True,M,1974-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1726,1725,1700000000,William Heinecke,73.0,Thailand,Bangkok,Hotels,Real Estate,Thailand,True,M,1949-06-04 00:00:00,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
1727,1725,1700000000,Jay Hennick,66.0,Canada,Toronto,Real estate finance,Finance & Investments,Canada,True,M,1957-01-20 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
1728,1725,1700000000,Ilkka Herlin,64.0,Finland,Helsinki,"Elevators, escalators",Manufacturing,Finland,False,M,1959-01-01 00:00:00,11.0,0.94,82.0,19.1,12.9,49452.0,Very high,280825957768.484,20.6553229526645,99.353630065918,100.868072509766
1729,1725,1700000000,Asok Kumar Hiranandani,68.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,M,1954-11-28 00:00:00,12.0,0.939,82.8,16.5,11.9,90919.0,Very high,466788539651.836,13.1247408118083,99.8746490478516,97.0989074707031
1730,1725,1700000000,Hal Jackman,90.0,Canada,Toronto,"Insurance, investments",Finance & Investments,Canada,True,M,1932-06-10 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
1731,1725,1700000000,Pavan Jain,71.0,India,Delhi,Chemicals,Manufacturing,India,False,M,1951-05-17 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1732,1725,1700000000,Keeree Kanjanapas,72.0,Thailand,Bangkok,Transportation,Real Estate,Thailand,True,M,1950-10-18 00:00:00,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
1733,1725,1700000000,Osman Kibar,52.0,United States,La Jolla,Biotech,Healthcare,United States,True,M,1971-04-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1734,1725,1700000000,Kim Chang-soo,62.0,Korea (Republic of),Seoul,Apparel,Fashion & Retail,South Korea,True,M,1961-04-01 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
1735,1725,1700000000,Mustafa Kucuk,59.0,Türkiye,Istanbul,Fashion retail,Fashion & Retail,Turkey,True,M,1963-06-03 00:00:00,48.0,0.838,76.0,18.3,8.6,31033.0,Very high,905987824096.127,17.8817572111649,102.596397399902,125.763786315918
1736,1725,1700000000,Christopher Kwok,37.0,"Hong Kong, China (SAR)",Hong Kong,Real estate,Real Estate,Hong Kong,False,M,1986-04-01 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
1737,1725,1700000000,Edward Kwok,42.0,"Hong Kong, China (SAR)",Hong Kong,Real estate,Real Estate,Hong Kong,False,M,1981-04-01 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
1738,1725,1700000000,Lai Jianfa,53.0,China,Shanghai,Express delivery,Logistics,China,True,M,,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1739,1725,1700000000,Lau Cho Kun,87.0,Malaysia,"Tawau, Sabah","Palm oil, property",Diversified,Malaysia,False,M,1936-01-10 00:00:00,62.0,0.803,74.9,13.3,10.6,26658.0,Very high,406305924656.071,11.2402377281295,97.7554931640625,40.2706604003906
1740,1725,1700000000,Alexis Lê-Quôc,48.0,United States,New York,Cloud computing,Technology,United States,True,M,1974-11-14 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1741,1725,1700000000,Lei Jufang,70.0,China,Lanzhou,Pharmaceuticals,Healthcare,China,True,F,1953-01-03 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1742,1725,1700000000,James Leininger,78.0,United States,San Antonio,Medical products,Healthcare,United States,True,M,1945-03-30 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1743,1725,1700000000,Xuhui Li,54.0,China,Foshan,Soy sauce,Food & Beverage,China,True,F,1968-06-15 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1744,1725,1700000000,Jimmy John Liautaud,59.0,United States,Key Largo,Sandwich chain,Food & Beverage,United States,True,M,1964-01-12 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1745,1725,1700000000,Lin Lairong & family,54.0,China,Bayannur,Iron ore mining,Metals & Mining,China,True,M,1968-08-09 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1746,1725,1700000000,Lu Di,,China,Shenzhen,Drones,Technology,China,True,M,,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1747,1725,1700000000,Palmer Luckey,30.0,United States,Newport Beach,Virtual reality,Technology,United States,True,M,1992-09-19 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1748,1725,1700000000,Duncan MacMillan,85.0,United States,Princeton,Bloomberg LP,Finance & Investments,United States,True,M,1937-12-17 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1749,1725,1700000000,Yusaku Maezawa,47.0,Japan,Chiba,Online retail,Technology,Japan,True,M,1975-11-22 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
1750,1725,1700000000,Ilson Mateus & family,60.0,Brazil,Sao Luis,Supermarkets,Fashion & Retail,Brazil,True,M,1963-02-06 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
1751,1725,1700000000,Meng Qingshan & family,74.0,China,Langfang,Chemicals,Manufacturing,China,True,M,1948-11-17 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1752,1725,1700000000,Alberto Palatchi,73.0,Spain,Madrid,Wedding dresses,Fashion & Retail,Spain,True,M,1949-06-26 00:00:00,27.0,0.905,83.0,17.9,10.6,38354.0,Very high,1397509272054.48,15.2250253140013,102.899139404297,94.5903778076172
1753,1725,1700000000,Mrudula Parekh,75.0,India,Mumbai,Adhesives,Manufacturing,India,False,F,1948-01-01 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1754,1725,1700000000,Dragos Paval,56.0,Romania,Bacau,Retail,Fashion & Retail,Romania,True,M,1966-06-22 00:00:00,53.0,0.821,74.2,14.2,11.3,30027.0,Very high,301261582924.085,14.9851137238732,90.7731704711914,55.2656097412109
1755,1725,1700000000,Jorge Perez,73.0,United States,Miami,Real estate,Real Estate,United States,True,M,1949-10-17 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1756,1725,1700000000,Dmitry Pumpyansky,59.0,Russian Federation,Moscow,Steel pipes,Metals & Mining,Russia,True,M,1964-03-22 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
1757,1725,1700000000,Jinsheng Ren & family,60.0,China,Nanjing,Pharmaceutical,Healthcare,China,True,M,1963-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1758,1725,1700000000,Brian Roberts,63.0,United States,Philadelphia,Comcast,Media & Entertainment,United States,False,M,1959-06-28 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1759,1725,1700000000,"Joe Rogers, Jr.",76.0,United States,Atlanta,Waffle House,Food & Beverage,United States,False,M,1946-12-02 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1760,1725,1700000000,Ruan Shuilong & family,87.0,China,Shangyu,Chemicals,Manufacturing,China,True,M,1935-12-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1761,1725,1700000000,Paul Saville,67.0,United States,Palm Beach,Homebuilder,Real Estate,United States,True,M,1955-12-14 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1762,1725,1700000000,Ivan Savvidis & family,64.0,Russian Federation,Rostov-on-Don,Agribusiness,Diversified,Russia,True,M,1959-03-27 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
1763,1725,1700000000,Keiichi Shibahara,58.0,Japan,Tokyo,Healthcare,Healthcare,Japan,True,M,1964-10-09 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
1764,1725,1700000000,Rajju Shroff,89.0,India,Mumbai,Agrochemicals,Manufacturing,India,True,M,1933-10-20 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1765,1725,1700000000,Sun Huaiqing & family,53.0,China,Guangzhou,Cosmetics,Fashion & Retail,China,True,M,1969-10-02 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1766,1725,1700000000,Alain Taravella,75.0,France,Paris,Real estate development,Real Estate,France,True,M,1948-01-01 00:00:00,28.0,0.903,82.5,15.8,11.6,45937.0,Very high,2782905325624.52,23.9683390180217,102.744186401367,68.974853515625
1767,1725,1700000000,Jonathan Tisch,69.0,United States,New York,"Insurance, NFL team",Diversified,United States,False,M,1953-12-07 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1768,1725,1700000000,Kenneth Tuchman,63.0,United States,Denver,Call centers,Service,United States,True,M,1959-10-23 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1769,1725,1700000000,Wang Chou-hsiong,82.0,Taiwan,Yunlin,Footwear,Manufacturing,Taiwan,True,M,1941-01-01 00:00:00,,,,,,,,,,,
1770,1725,1700000000,Wang Minwen,59.0,China,Beijing,Semiconductor,Technology,China,True,M,1963-11-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1771,1725,1700000000,Tom Werner,72.0,United States,Los Angeles,Sports teams,Sports,United States,True,M,1950-04-12 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1772,1725,1700000000,Stephen Winn,76.0,United States,Dallas,Real estate services,Real Estate,United States,True,M,1946-09-12 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1773,1725,1700000000,Ian Wood & family,80.0,United Kingdom,Aberdeen,Energy services,Energy,United Kingdom,False,M,1942-07-21 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
1774,1725,1700000000,Wu Lanlan & family,49.0,China,Shenzhen,Packaging,Manufacturing,China,True,F,1974-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1775,1725,1700000000,Xu Bingzhong,49.0,China,Shenzhen,Bars,Food & Beverage,China,True,M,1974-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1776,1725,1700000000,Yang Xuegang,58.0,China,Beijing,Coking,Manufacturing,China,True,M,1965-02-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
